"RAISON_SOCIALE";"SIRET";"SIREN";"NUM_TVA";"ADRESSE";"CODE_POSTAL";"VILLE";"PAYS";"TELEPHONE";"EMAIL_CONTACT";"SITE_WEB";"SECTEUR_ACTIVITE";"CHIFFRE_AFFAIRES";"DATE_CREATION";"ACTIF"
"Rey Group EURL";"96526583840924";"965265838";"FR72965265838";"56 Rue de Rivoli";"29200";"Brest";"France";"+33 1 32 37 45 66";"contact@rey.fr";"https://www.rey.fr";"Conseil";"12789865.43";"2002-07-05";"True"
"Fontaine Technologies EURL";"43982849381531";"439828493";"FR20439828493";"122 Allée des Tilleuls";"29200";"Brest";"France";"+33 2 45 28 56 70";"contact@fontaine.fr";"https://www.fontaine.fr";"Automobile";"41086131.77";"2000-12-11";"True"
"Perrot & Associés SAS";"84161463998027";"841614639";"FR83841614639";"65 Rue des Écoles";"35000";"Rennes";"France";"+33 4 49 91 99 56";"contact@perrot.fr";"https://www.perrot.fr";"Santé";"26792043.57";"2010-08-08";"True"
"Robin Group SAS";"37437721349438";"374377213";"FR79374377213";"61 Rue Lafayette";"13008";"Marseille";"France";"+33 2 30 66 90 50";"contact@robin.fr";"https://www.robin.fr";"Conseil";"39486938.24";"2012-04-16";"True"
"Lecomte Digital SASU";"89128540864127";"891285408";"FR20891285408";"109 Rue Jean Moulin";"21000";"Dijon";"France";"+33 1 30 99 43 74";"contact@lecomte.fr";"https://www.lecomte.fr";"Assurance";"17657631.69";"2014-08-28";"True"
"Thomas & Associés GIE";"78866879394094";"788668793";"FR45788668793";"114 Avenue de Verdun";"34000";"Montpellier";"France";"+33 2 10 61 35 90";"contact@thomas.fr";"https://www.thomas.fr";"Transport";"15754717.95";"2003-09-09";"True"
"Garnier Conseil SCI";"73781995299883";"737819952";"FR87737819952";"82 Avenue de la Liberté";"13100";"Aix-en-Provence";"France";"+33 4 27 43 32 97";"contact@garnier.fr";"https://www.garnier.fr";"Agroalimentaire";"39996480.53";"2008-11-28";"True"
"Fontaine Group SARL";"50514429384762";"505144293";"FR48505144293";"6 Rue de la Paix";"59000";"Lille";"France";"+33 5 92 88 90 39";"contact@fontaine.fr";"https://www.fontaine.fr";"Assurance";"48708965.83";"2008-11-22";"True"
"Girard Group SAS";"76357679566217";"763576795";"FR28763576795";"67 Rue de Rivoli";"54000";"Nancy";"France";"+33 1 57 31 82 25";"contact@girard.fr";"https://www.girard.fr";"Technologie";"35957312.85";"2019-07-09";"True"
"Brunet Digital GIE";"22725166539423";"227251665";"FR13227251665";"53 Avenue Victor Hugo";"17000";"La Rochelle";"France";"+33 3 46 73 58 26";"contact@brunet.fr";"https://www.brunet.fr";"Conseil";"42831252.61";"2009-09-01";"False"
"Muller Industries EURL";"54917948533641";"549179485";"FR63549179485";"38 Rue de la Paix";"13100";"Aix-en-Provence";"France";"+33 3 43 40 89 67";"contact@muller.fr";"https://www.muller.fr";"Distribution";"18544923.2";"2020-07-20";"True"
"Marchand Services SARL";"84412837962108";"844128379";"FR38844128379";"55 Chemin du Moulin";"86000";"Poitiers";"France";"+33 4 64 86 42 19";"contact@marchand.fr";"https://www.marchand.fr";"Santé";"27894298.72";"2002-05-03";"True"
"Legrand Services SASU";"75108961997921";"751089619";"FR94751089619";"12 Rue de la Paix";"54000";"Nancy";"France";"+33 3 74 89 58 48";"contact@legrand.fr";"https://www.legrand.fr";"Luxe";"33595974.86";"2005-12-06";"False"
"Gaillard Partners SAS";"29259945744116";"292599457";"FR84292599457";"129 Rue Pasteur";"44000";"Nantes";"France";"+33 3 69 26 21 50";"contact@gaillard.fr";"https://www.gaillard.fr";"Tourisme";"21703189.96";"2011-09-06";"True"
"Richard Digital SARL";"99636401246831";"996364012";"FR91996364012";"93 Rue Pierre Curie";"06600";"Antibes";"France";"+33 4 46 43 88 43";"contact@richard.fr";"https://www.richard.fr";"Tourisme";"15719214.76";"2007-05-27";"True"
"Deschamps Conseil GIE";"69665117396169";"696651173";"FR67696651173";"113 Avenue des Champs-Élysées";"93100";"Montreuil";"France";"+33 2 29 16 39 33";"contact@deschamps.fr";"https://www.deschamps.fr";"Banque & Finance";"23565351.82";"2007-05-03";"True"
"Lemaire Digital SAS";"14379976467870";"143799764";"FR49143799764";"144 Rue Pasteur";"49000";"Angers";"France";"+33 4 73 24 28 25";"contact@lemaire.fr";"https://www.lemaire.fr";"Automobile";"4769536.12";"2012-09-28";"True"
"Girard Consulting EURL";"98322969945755";"983229699";"FR07983229699";"150 Avenue Victor Hugo";"68100";"Mulhouse";"France";"+33 5 10 77 83 33";"contact@girard.fr";"https://www.girard.fr";"Conseil";"46028618.51";"2011-01-16";"True"
"Carlier Services SAS";"12787666747261";"127876667";"FR57127876667";"32 Boulevard Voltaire";"86000";"Poitiers";"France";"+33 3 85 23 51 29";"contact@carlier.fr";"https://www.carlier.fr";"Technologie";"4145055.51";"2021-07-10";"True"
"Blanc & Associés SCI";"45371946015747";"453719460";"FR72453719460";"116 Avenue Jean Jaurès";"93200";"Saint-Denis";"France";"+33 5 26 37 16 92";"contact@blanc.fr";"https://www.blanc.fr";"Transport";"16226225.25";"2002-06-28";"True"
"Pons Group SCI";"19937588862279";"199375888";"FR68199375888";"46 Rue de la République";"51100";"Reims";"France";"+33 4 21 12 36 30";"contact@pons.fr";"https://www.pons.fr";"Luxe";"38996678.0";"2012-10-12";"True"
"Boulanger Technologies SARL";"42056203974336";"420562039";"FR48420562039";"80 Rue Jean Moulin";"29200";"Brest";"France";"+33 5 26 55 95 22";"contact@boulanger.fr";"https://www.boulanger.fr";"Automobile";"25681395.96";"2021-12-17";"True"
"Robin Solutions SASU";"70457792988687";"704577929";"FR09704577929";"24 Rue Victor Hugo";"29200";"Brest";"France";"+33 4 57 88 33 65";"contact@robin.fr";"https://www.robin.fr";"Conseil";"4738078.3";"2023-01-10";"True"
"Schmitt Industries EURL";"79536660099946";"795366600";"FR13795366600";"40 Rue Pierre Curie";"17000";"La Rochelle";"France";"+33 4 77 90 92 77";"contact@schmitt.fr";"https://www.schmitt.fr";"Assurance";"14606080.92";"2019-08-14";"True"
"Barbier Conseil SA";"23721319999694";"237213199";"FR79237213199";"64 Boulevard Gambetta";"83000";"Toulon";"France";"+33 4 47 82 16 80";"contact@barbier.fr";"https://www.barbier.fr";"Assurance";"45873370.44";"2023-01-11";"True"
"Picard Technologies SASU";"59892110896619";"598921108";"FR35598921108";"146 Rue Émile Zola";"06400";"Cannes";"France";"+33 3 55 42 84 20";"contact@picard.fr";"https://www.picard.fr";"Tourisme";"911807.82";"2020-10-05";"True"
"Lefèvre Group GIE";"14859617720917";"148596177";"FR17148596177";"77 Avenue Jean Jaurès";"13100";"Aix-en-Provence";"France";"+33 5 68 95 67 89";"contact@lefevre.fr";"https://www.lefevre.fr";"Immobilier";"17132585.56";"2008-05-24";"True"
"Simon Partners EURL";"37844022798265";"378440227";"FR04378440227";"112 Rue des Écoles";"69001";"Lyon";"France";"+33 1 10 60 24 11";"contact@simon.fr";"https://www.simon.fr";"Énergie";"32824468.5";"2020-08-22";"True"
"Lacroix Partners EURL";"87944143573795";"879441435";"FR74879441435";"93 Chemin du Moulin";"83000";"Toulon";"France";"+33 4 48 21 26 27";"contact@lacroix.fr";"https://www.lacroix.fr";"Technologie";"9621023.95";"2000-09-17";"True"
"Mercier & Associés GIE";"32465844673060";"324658446";"FR96324658446";"38 Impasse des Lilas";"93200";"Saint-Denis";"France";"+33 2 65 90 78 34";"contact@mercier.fr";"https://www.mercier.fr";"Assurance";"15115801.69";"2020-10-14";"True"
"Picard Technologies SAS";"27835441229978";"278354412";"FR45278354412";"114 Rue Pasteur";"06600";"Antibes";"France";"+33 4 12 67 84 41";"contact@picard.fr";"https://www.picard.fr";"Télécommunications";"14812087.2";"2017-07-28";"True"
"Bernard Group SAS";"54633933874972";"546339338";"FR05546339338";"149 Rue de la Gare";"06600";"Antibes";"France";"+33 5 47 14 72 61";"contact@bernard.fr";"https://www.bernard.fr";"Éducation";"25716450.5";"2021-11-19";"True"
"Durand & Associés SCI";"55312393185550";"553123931";"FR80553123931";"142 Boulevard Haussmann";"38000";"Grenoble";"France";"+33 3 92 63 70 24";"contact@durand.fr";"https://www.durand.fr";"Éducation";"31172564.82";"2015-07-22";"True"
"Lemaire Conseil SAS";"40924922035192";"409249220";"FR48409249220";"89 Avenue de la Liberté";"87000";"Limoges";"France";"+33 2 74 38 85 97";"contact@lemaire.fr";"https://www.lemaire.fr";"Agroalimentaire";"46094606.27";"2021-01-05";"True"
"Henry Group EURL";"54760116898225";"547601168";"FR70547601168";"93 Avenue de Verdun";"93200";"Saint-Denis";"France";"+33 4 30 89 36 46";"contact@henry.fr";"https://www.henry.fr";"Assurance";"33386116.97";"2005-10-16";"True"
"Morel Digital SCI";"20834455064523";"208344550";"FR00208344550";"78 Rue de la République";"57000";"Metz";"France";"+33 2 81 16 12 55";"contact@morel.fr";"https://www.morel.fr";"Immobilier";"17916489.35";"2007-02-11";"True"
"Colin Technologies SAS";"46263993266442";"462639932";"FR61462639932";"59 Rue du Faubourg Saint-Honoré";"69003";"Lyon";"France";"+33 5 38 72 43 53";"contact@colin.fr";"https://www.colin.fr";"Automobile";"38491757.69";"2011-12-31";"True"
"Leclerc Consulting GIE";"74885089397750";"748850893";"FR02748850893";"13 Rue Pierre Curie";"69001";"Lyon";"France";"+33 4 68 24 23 88";"contact@leclerc.fr";"https://www.leclerc.fr";"Santé";"41198150.38";"2001-11-18";"True"
"Girard Technologies EURL";"32053178157400";"320531781";"FR17320531781";"75 Chemin du Moulin";"44000";"Nantes";"France";"+33 4 74 73 22 29";"contact@girard.fr";"https://www.girard.fr";"Automobile";"16796915.51";"2006-03-07";"True"
"Dupont Group SASU";"92594293510863";"925942935";"FR47925942935";"122 Avenue Jean Jaurès";"35000";"Rennes";"France";"+33 3 74 31 20 44";"contact@dupont.fr";"https://www.dupont.fr";"Automobile";"35788467.24";"2018-08-13";"True"
"Hubert Conseil SARL";"90874906279422";"908749062";"FR21908749062";"59 Rue de Rivoli";"13100";"Aix-en-Provence";"France";"+33 4 62 62 68 76";"contact@hubert.fr";"https://www.hubert.fr";"Automobile";"47192638.79";"2019-11-08";"True"
"Bernard Consulting EURL";"17471223321112";"174712233";"FR24174712233";"81 Boulevard Voltaire";"21000";"Dijon";"France";"+33 2 65 17 60 14";"contact@bernard.fr";"https://www.bernard.fr";"Industrie";"45135305.47";"2002-08-05";"False"
"Navarro Consulting GIE";"41753168264959";"417531682";"FR11417531682";"142 Boulevard de la Marne";"63000";"Clermont-Ferrand";"France";"+33 3 50 54 11 45";"contact@navarro.fr";"https://www.navarro.fr";"Tourisme";"30559013.07";"2006-08-03";"True"
"Arnaud Industries EURL";"68457220291836";"684572202";"FR26684572202";"114 Chemin du Moulin";"95100";"Argenteuil";"France";"+33 3 93 61 35 48";"contact@arnaud.fr";"https://www.arnaud.fr";"Assurance";"1944811.6";"2015-01-02";"True"
"Berger Conseil EURL";"65885008480882";"658850084";"FR82658850084";"55 Boulevard Haussmann";"76600";"Le Havre";"France";"+33 5 80 49 76 53";"contact@berger.fr";"https://www.berger.fr";"Énergie";"1268744.94";"2011-08-09";"True"
"Lecomte Group SA";"64253445724475";"642534457";"FR80642534457";"16 Rue Émile Zola";"06400";"Cannes";"France";"+33 3 43 90 74 55";"contact@lecomte.fr";"https://www.lecomte.fr";"Santé";"2481870.36";"2005-08-05";"True"
"Charpentier & Associés EURL";"58656305654430";"586563056";"FR55586563056";"149 Avenue Foch";"35000";"Rennes";"France";"+33 5 86 39 54 48";"contact@charpentier.fr";"https://www.charpentier.fr";"Transport";"33379426.46";"2006-04-12";"True"
"Brun Industries EURL";"21298655152971";"212986551";"FR04212986551";"150 Avenue Victor Hugo";"25000";"Besançon";"France";"+33 3 68 22 28 64";"contact@brun.fr";"https://www.brun.fr";"Conseil";"4189163.46";"2002-10-15";"True"
"Bertrand Industries SASU";"57906504620233";"579065046";"FR34579065046";"135 Boulevard Voltaire";"30000";"Nîmes";"France";"+33 5 81 76 60 43";"contact@bertrand.fr";"https://www.bertrand.fr";"Éducation";"31859411.35";"2019-09-28";"True"
"Deschamps Group EURL";"98456122031344";"984561220";"FR13984561220";"130 Rue de Rivoli";"06000";"Nice";"France";"+33 4 68 26 75 77";"contact@deschamps.fr";"https://www.deschamps.fr";"Santé";"34754088.19";"2020-06-05";"True"
"Rolland Consulting SARL";"49656727925566";"496567279";"FR02496567279";"105 Rue du Faubourg Saint-Honoré";"54000";"Nancy";"France";"+33 1 57 83 47 15";"contact@rolland.fr";"https://www.rolland.fr";"Tourisme";"7749895.08";"2016-08-30";"True"
"Fontaine Solutions SA";"62175857813667";"621758578";"FR84621758578";"37 Avenue de Verdun";"06000";"Nice";"France";"+33 5 63 16 49 46";"contact@fontaine.fr";"https://www.fontaine.fr";"Télécommunications";"9235548.93";"2021-12-04";"True"
"Pons Technologies SA";"14797744564732";"147977445";"FR13147977445";"147 Rue Lafayette";"87000";"Limoges";"France";"+33 5 67 53 58 70";"contact@pons.fr";"https://www.pons.fr";"Industrie";"38121366.45";"2022-08-23";"True"
"Breton Digital SASU";"25996883852626";"259968838";"FR45259968838";"105 Boulevard Voltaire";"13008";"Marseille";"France";"+33 2 60 53 79 15";"contact@breton.fr";"https://www.breton.fr";"BTP";"36822048.44";"2003-12-21";"True"
"Delmas Partners SAS";"77657461050481";"776574610";"FR55776574610";"32 Impasse des Lilas";"76000";"Rouen";"France";"+33 5 20 34 89 79";"contact@delmas.fr";"https://www.delmas.fr";"Banque & Finance";"47868911.06";"2023-05-28";"True"
"Marchand & Associés SCI";"22915307296278";"229153072";"FR52229153072";"47 Rue de la Paix";"45000";"Orléans";"France";"+33 3 36 41 84 66";"contact@marchand.fr";"https://www.marchand.fr";"Assurance";"40365359.1";"2014-05-16";"True"
"Richard & Associés SASU";"46502557367280";"465025573";"FR33465025573";"107 Rue de la Paix";"34000";"Montpellier";"France";"+33 5 50 58 42 21";"contact@richard.fr";"https://www.richard.fr";"Santé";"48991327.07";"2007-07-18";"True"
"Lefèvre Technologies SA";"26560037850212";"265600378";"FR78265600378";"44 Avenue des Champs-Élysées";"13100";"Aix-en-Provence";"France";"+33 5 51 33 13 17";"contact@lefevre.fr";"https://www.lefevre.fr";"Transport";"19557991.59";"2014-05-10";"True"
"Morin Group SA";"98878055225855";"988780552";"FR91988780552";"52 Rue de la République";"75020";"Paris";"France";"+33 5 85 40 73 75";"contact@morin.fr";"https://www.morin.fr";"Tourisme";"19313929.11";"2005-02-28";"True"
"Perrin Consulting SASU";"53709502718579";"537095027";"FR51537095027";"8 Rue du Commerce";"87000";"Limoges";"France";"+33 2 12 44 80 85";"contact@perrin.fr";"https://www.perrin.fr";"Santé";"12391173.19";"2005-08-19";"True"
"Boyer Technologies SASU";"78268397375592";"782683973";"FR91782683973";"37 Rue Nationale";"33000";"Bordeaux";"France";"+33 5 31 41 78 64";"contact@boyer.fr";"https://www.boyer.fr";"Médias";"22641925.86";"2000-01-17";"True"
"Renaud Conseil SA";"10058296817887";"100582968";"FR55100582968";"70 Rue de la Gare";"87000";"Limoges";"France";"+33 3 97 58 54 90";"contact@renaud.fr";"https://www.renaud.fr";"Télécommunications";"29299442.41";"2022-11-22";"True"
"Morel Consulting EURL";"70460424319166";"704604243";"FR90704604243";"23 Boulevard Voltaire";"83000";"Toulon";"France";"+33 1 27 81 45 65";"contact@morel.fr";"https://www.morel.fr";"Télécommunications";"30561220.94";"2014-04-12";"True"
"Clément Solutions EURL";"90819902869338";"908199028";"FR83908199028";"63 Allée des Tilleuls";"42000";"Saint-Étienne";"France";"+33 3 53 36 68 86";"contact@clement.fr";"https://www.clement.fr";"Agroalimentaire";"892143.35";"2005-12-30";"True"
"Martin Digital SCI";"10459480311255";"104594803";"FR91104594803";"45 Rue du Commerce";"86000";"Poitiers";"France";"+33 5 99 72 60 78";"contact@martin.fr";"https://www.martin.fr";"Assurance";"39386531.22";"2003-06-24";"True"
"Hubert Technologies SASU";"47902520159332";"479025201";"FR51479025201";"92 Boulevard Voltaire";"54000";"Nancy";"France";"+33 2 99 11 25 69";"contact@hubert.fr";"https://www.hubert.fr";"Automobile";"46818767.69";"2019-12-10";"True"
"Rolland Solutions SAS";"83073966556900";"830739665";"FR44830739665";"24 Rue Émile Zola";"67000";"Strasbourg";"France";"+33 5 90 48 38 39";"contact@rolland.fr";"https://www.rolland.fr";"Éducation";"48368095.66";"2001-08-25";"True"
"Delmas Partners EURL";"32450473110935";"324504731";"FR89324504731";"102 Rue du Faubourg Saint-Honoré";"67000";"Strasbourg";"France";"+33 3 82 74 73 31";"contact@delmas.fr";"https://www.delmas.fr";"Médias";"9769135.83";"2007-11-15";"True"
"Bertrand Technologies EURL";"23682790044029";"236827900";"FR34236827900";"59 Rue Jean Moulin";"68100";"Mulhouse";"France";"+33 5 45 34 96 12";"contact@bertrand.fr";"https://www.bertrand.fr";"Médias";"30761381.9";"2020-05-12";"True"
"Picard & Associés EURL";"44681782266694";"446817822";"FR02446817822";"71 Rue du Faubourg Saint-Honoré";"13100";"Aix-en-Provence";"France";"+33 5 69 73 56 76";"contact@picard.fr";"https://www.picard.fr";"Banque & Finance";"44201741.84";"2010-01-26";"True"
"Nguyen Digital SCI";"43956223010676";"439562230";"FR26439562230";"50 Avenue Jean Jaurès";"63000";"Clermont-Ferrand";"France";"+33 1 83 13 38 98";"contact@nguyen.fr";"https://www.nguyen.fr";"Conseil";"47893006.57";"2011-03-19";"True"
"Mathieu Technologies SA";"77215667991958";"772156679";"FR51772156679";"8 Rue Pasteur";"69001";"Lyon";"France";"+33 4 13 85 90 52";"contact@mathieu.fr";"https://www.mathieu.fr";"Immobilier";"12432962.95";"2021-03-30";"True"
"Clément & Associés GIE";"98222257153724";"982222571";"FR76982222571";"61 Boulevard Haussmann";"25000";"Besançon";"France";"+33 5 89 66 22 90";"contact@clement.fr";"https://www.clement.fr";"BTP";"28988830.02";"2003-11-02";"False"
"Robert Services SASU";"84449356818523";"844493568";"FR87844493568";"16 Rue Pierre Curie";"31000";"Toulouse";"France";"+33 4 17 48 88 90";"contact@robert.fr";"https://www.robert.fr";"Conseil";"3382933.93";"2002-07-03";"True"
"Henry Group GIE";"53130390922560";"531303909";"FR76531303909";"106 Rue de la République";"95100";"Argenteuil";"France";"+33 5 94 89 11 68";"contact@henry.fr";"https://www.henry.fr";"Luxe";"23264033.75";"2019-03-16";"True"
"Renaud Services SAS";"79892155398575";"798921553";"FR13798921553";"117 Boulevard Gambetta";"75008";"Paris";"France";"+33 3 85 34 23 23";"contact@renaud.fr";"https://www.renaud.fr";"Technologie";"29799237.87";"2003-01-11";"True"
"Mercier Conseil SCI";"78436410176702";"784364101";"FR64784364101";"91 Rue du Commerce";"51100";"Reims";"France";"+33 4 89 66 33 41";"contact@mercier.fr";"https://www.mercier.fr";"Industrie";"39871576.64";"2002-09-18";"True"
"Rey Consulting SASU";"79976289256890";"799762892";"FR90799762892";"150 Rue Jean Moulin";"83000";"Toulon";"France";"+33 5 28 28 70 49";"contact@rey.fr";"https://www.rey.fr";"Agroalimentaire";"14624090.84";"2000-05-12";"True"
"Lacroix Conseil EURL";"16154435641114";"161544356";"FR31161544356";"144 Boulevard de la Marne";"66000";"Perpignan";"France";"+33 1 64 54 35 35";"contact@lacroix.fr";"https://www.lacroix.fr";"Télécommunications";"39284663.97";"2015-04-27";"True"
"Marchand Digital EURL";"74398986653403";"743989866";"FR95743989866";"145 Avenue Jean Jaurès";"14000";"Caen";"France";"+33 5 48 63 52 30";"contact@marchand.fr";"https://www.marchand.fr";"Santé";"22769674.49";"2001-11-22";"True"
"Martin Industries EURL";"84433991140182";"844339911";"FR60844339911";"55 Rue de la République";"80000";"Amiens";"France";"+33 4 52 58 36 61";"contact@martin.fr";"https://www.martin.fr";"Énergie";"41321607.73";"2000-04-20";"True"
"Moreau & Associés SA";"69559557625098";"695595576";"FR35695595576";"75 Avenue de la Liberté";"06000";"Nice";"France";"+33 2 90 84 56 15";"contact@moreau.fr";"https://www.moreau.fr";"Technologie";"10036231.21";"2012-09-28";"True"
"Rousseau Conseil EURL";"46487625082680";"464876250";"FR10464876250";"46 Avenue Victor Hugo";"35000";"Rennes";"France";"+33 1 32 43 22 12";"contact@rousseau.fr";"https://www.rousseau.fr";"Industrie";"19008245.62";"2004-12-23";"True"
"Lambert Digital SA";"35785902758449";"357859027";"FR08357859027";"44 Boulevard Gambetta";"30000";"Nîmes";"France";"+33 5 65 18 25 28";"contact@lambert.fr";"https://www.lambert.fr";"Industrie";"39765416.01";"2008-08-06";"True"
"Leclerc Services SA";"74376101066300";"743761010";"FR93743761010";"63 Rue Pierre Curie";"93100";"Montreuil";"France";"+33 1 88 85 34 78";"contact@leclerc.fr";"https://www.leclerc.fr";"Transport";"39500430.69";"2014-09-12";"True"
"Dufour Solutions GIE";"23578381476619";"235783814";"FR03235783814";"126 Avenue Victor Hugo";"14000";"Caen";"France";"+33 1 70 94 88 18";"contact@dufour.fr";"https://www.dufour.fr";"Énergie";"25479828.89";"2022-11-03";"True"
"Brun Conseil SASU";"44555495459005";"445554954";"FR24445554954";"124 Chemin du Moulin";"25000";"Besançon";"France";"+33 4 70 44 84 61";"contact@brun.fr";"https://www.brun.fr";"Banque & Finance";"10439259.92";"2009-02-07";"True"
"Legrand Industries SASU";"42856396765708";"428563967";"FR78428563967";"147 Boulevard Saint-Germain";"69100";"Villeurbanne";"France";"+33 3 42 80 20 27";"contact@legrand.fr";"https://www.legrand.fr";"Assurance";"14822896.03";"2023-04-10";"True"
"Rey Digital SAS";"65003722691412";"650037226";"FR22650037226";"110 Avenue de la Liberté";"21000";"Dijon";"France";"+33 4 65 62 57 73";"contact@rey.fr";"https://www.rey.fr";"Agroalimentaire";"13723671.34";"2001-02-08";"True"
"Martinez Technologies SA";"48557310320802";"485573103";"FR93485573103";"129 Boulevard Gambetta";"76600";"Le Havre";"France";"+33 5 92 20 45 39";"contact@martinez.fr";"https://www.martinez.fr";"Santé";"6017535.3";"2016-02-28";"True"
"Dupont Industries SA";"82489097153154";"824890971";"FR01824890971";"78 Place du Marché";"51100";"Reims";"France";"+33 3 34 87 27 79";"contact@dupont.fr";"https://www.dupont.fr";"Immobilier";"525840.53";"2013-06-07";"True"
"Gauthier Group GIE";"53567985186015";"535679851";"FR19535679851";"4 Rue Pasteur";"64000";"Pau";"France";"+33 5 29 60 39 39";"contact@gauthier.fr";"https://www.gauthier.fr";"Télécommunications";"23774468.77";"2023-02-20";"True"
"Pons Digital GIE";"87578958270476";"875789582";"FR83875789582";"22 Avenue Jean Jaurès";"21000";"Dijon";"France";"+33 2 64 99 63 36";"contact@pons.fr";"https://www.pons.fr";"BTP";"22553599.58";"2001-05-08";"True"
"Charpentier Conseil GIE";"42810536611268";"428105366";"FR26428105366";"91 Avenue Jean Jaurès";"57000";"Metz";"France";"+33 2 63 64 97 61";"contact@charpentier.fr";"https://www.charpentier.fr";"Médias";"15051896.7";"2001-01-15";"True"
"Robert Conseil SARL";"45460380084473";"454603800";"FR45454603800";"147 Boulevard de la Marne";"93100";"Montreuil";"France";"+33 4 58 36 60 18";"contact@robert.fr";"https://www.robert.fr";"Médias";"19383048.68";"2021-04-18";"True"
"Lemaître Solutions SASU";"20011730632468";"200117306";"FR15200117306";"142 Boulevard Saint-Germain";"69001";"Lyon";"France";"+33 1 98 87 72 13";"contact@lemaître.fr";"https://www.lemaître.fr";"Énergie";"10030036.87";"2017-04-23";"True"
"Martinez Consulting SA";"17513984069593";"175139840";"FR20175139840";"95 Boulevard Gambetta";"75020";"Paris";"France";"+33 1 31 51 62 60";"contact@martinez.fr";"https://www.martinez.fr";"Énergie";"49480796.66";"2005-10-16";"True"
"Barbier Technologies EURL";"51767793737063";"517677937";"FR94517677937";"53 Rue Lafayette";"31000";"Toulouse";"France";"+33 4 95 70 30 87";"contact@barbier.fr";"https://www.barbier.fr";"Transport";"29415848.47";"2022-07-16";"True"
"Brunet Industries SA";"10799218528702";"107992185";"FR59107992185";"17 Rue Émile Zola";"37000";"Tours";"France";"+33 4 87 41 77 52";"contact@brunet.fr";"https://www.brunet.fr";"Éducation";"23064207.55";"2001-10-02";"True"
"Muller Digital EURL";"47235416148987";"472354161";"FR68472354161";"45 Rue du Commerce";"63000";"Clermont-Ferrand";"France";"+33 2 32 89 65 68";"contact@muller.fr";"https://www.muller.fr";"Luxe";"45550571.46";"2008-03-24";"True"
"Lefebvre & Associés SASU";"35737081930700";"357370819";"FR84357370819";"138 Rue Lafayette";"42000";"Saint-Étienne";"France";"+33 1 99 37 73 62";"contact@lefebvre.fr";"https://www.lefebvre.fr";"Médias";"6149408.17";"2016-07-16";"True"
"Michel Services SCI";"54033729769105";"540337297";"FR89540337297";"65 Avenue Victor Hugo";"44000";"Nantes";"France";"+33 5 15 69 13 19";"contact@michel.fr";"https://www.michel.fr";"BTP";"19119662.84";"2017-11-29";"True"
"Masson & Associés SAS";"36908585625031";"369085856";"FR58369085856";"35 Avenue Jean Jaurès";"17000";"La Rochelle";"France";"+33 4 72 69 18 20";"contact@masson.fr";"https://www.masson.fr";"Médias";"32885427.97";"2019-08-20";"True"
"Guérin Conseil GIE";"28316864412367";"283168644";"FR23283168644";"26 Boulevard Saint-Germain";"54000";"Nancy";"France";"+33 3 25 78 60 31";"contact@guerin.fr";"https://www.guerin.fr";"Assurance";"33602468.58";"2000-07-02";"True"
"Fournier Services SASU";"29106187038399";"291061870";"FR61291061870";"9 Rue Jean Moulin";"17000";"La Rochelle";"France";"+33 5 37 66 99 16";"contact@fournier.fr";"https://www.fournier.fr";"Tourisme";"32086508.24";"2004-08-11";"True"
"Nicolas & Associés SASU";"74231811010611";"742318110";"FR18742318110";"97 Rue Victor Hugo";"75020";"Paris";"France";"+33 2 41 57 40 35";"contact@nicolas.fr";"https://www.nicolas.fr";"Assurance";"900318.32";"2001-04-02";"False"
"Clément Industries GIE";"83010097697680";"830100976";"FR18830100976";"57 Rue Jean Moulin";"13001";"Marseille";"France";"+33 1 95 31 31 15";"contact@clement.fr";"https://www.clement.fr";"Conseil";"25673755.02";"2014-09-03";"True"
"Dufour Partners SARL";"32239266481002";"322392664";"FR25322392664";"110 Rue du Faubourg Saint-Honoré";"63000";"Clermont-Ferrand";"France";"+33 2 37 23 55 51";"contact@dufour.fr";"https://www.dufour.fr";"Énergie";"848229.15";"2014-03-09";"True"
"Bonnet Industries SASU";"17088444596240";"170884445";"FR05170884445";"95 Avenue des Champs-Élysées";"42000";"Saint-Étienne";"France";"+33 1 37 62 48 86";"contact@bonnet.fr";"https://www.bonnet.fr";"Éducation";"49156814.4";"2004-07-26";"True"
"Lemaître Solutions SARL";"20173120188625";"201731201";"FR42201731201";"100 Allée des Tilleuls";"38000";"Grenoble";"France";"+33 2 52 32 91 98";"contact@lemaître.fr";"https://www.lemaître.fr";"Agroalimentaire";"48903274.41";"2021-08-17";"True"
"Dubois Partners SCI";"58201512360118";"582015123";"FR82582015123";"60 Boulevard Gambetta";"66000";"Perpignan";"France";"+33 5 11 39 12 88";"contact@dubois.fr";"https://www.dubois.fr";"Santé";"15511546.57";"2019-03-22";"True"
"Renaud & Associés SAS";"24769907459089";"247699074";"FR22247699074";"76 Avenue Victor Hugo";"57000";"Metz";"France";"+33 2 58 36 92 14";"contact@renaud.fr";"https://www.renaud.fr";"Distribution";"46178116.06";"2019-11-27";"True"
"Mathieu Solutions SARL";"44095454394358";"440954543";"FR48440954543";"11 Boulevard Gambetta";"64000";"Pau";"France";"+33 4 92 46 13 39";"contact@mathieu.fr";"https://www.mathieu.fr";"Agroalimentaire";"17202147.93";"2009-03-26";"True"
